no.blocks,planner_type,heuristic,planning_time,plan_cost,pp_cost
10,greedy,HEURISTIC.LAZY,0.098027026,100.65319742819196,111.42420163406607
10,greedy,HEURISTIC.SIMPLE_COLLISION,0.223498205,107.25765245796843,116.44370131392839
