no.blocks,planner_type,heuristic,planning_time,plan_cost,pp_cost
5,greedy,HEURISTIC.LAZY,0.052939734,39.391474253309525,41.03132063663037
5,greedy,HEURISTIC.SIMPLE_COLLISION,0.066760308,39.41016819103884,41.03132063663037
5,greedy,HEURISTIC.DILIGENT,0.224438677,40.83757339284573,40.979242881896454
5,multi_bound,HEURISTIC.LAZY,15.308506666,36.51593885163292,40.70127029575882
5,multi_bound,HEURISTIC.SIMPLE_COLLISION,11.79276184,36.517037347543166,40.75040711249399
