planner,heuristic,num_objects,trial_num,est_cost,cost,states_explored,time_taken
HEURISTIC,DILIGENT,100,4,2747.0695250726108,2745.811290557294,400.0,37.160145196
HEURISTIC,ANTICIPATORY,100,4,2624.9311839757584,2761.693657067784,400.0,4.364665393
HEURISTIC,ANTICIPATORY_ONCE,100,4,2599.113608494845,2739.704316343536,400.0,1.204853396
HEURISTIC,ANTICIPATORY_ONCE_DISCOUNT,100,4,38539.94998025888,4055.287142403577,400.0,1.270768048
MULTI_BOUND_G,MIXED_G,100,4,2600.3094966060926,2741.2261898124316,6002.0,23.766328135
HEURISTIC,LAZY,100,5,2575.6556035799454,2728.659360160168,400.0,1.274959457
HEURISTIC,DILIGENT,100,5,2768.0998606139465,2769.062934281079,400.0,36.957317329
HEURISTIC,ANTICIPATORY,100,5,2642.5070511971976,2800.2012063553757,400.0,4.385405286
HEURISTIC,ANTICIPATORY_ONCE,100,5,2575.6556035799454,2728.659360160168,400.0,1.298837492
HEURISTIC,ANTICIPATORY_ONCE_DISCOUNT,100,5,35662.15760377968,3881.683382389634,400.0,1.299795233
MULTI_BOUND_G,MIXED_G,100,5,2573.3564820118304,2725.951177148057,6424.0,28.051432515
HEURISTIC,LAZY,100,6,2687.793482191385,2836.2299115793194,400.0,1.230788133
HEURISTIC,DILIGENT,100,6,2828.559151687629,2827.1855453420253,400.0,37.957767964
HEURISTIC,ANTICIPATORY,100,6,2643.4816249363257,2812.072722819819,400.0,4.428078997
HEURISTIC,ANTICIPATORY_ONCE,100,6,2687.793482191385,2836.2299115793194,400.0,1.283203988
HEURISTIC,ANTICIPATORY_ONCE_DISCOUNT,100,6,40819.699691565875,4013.2185124087973,400.0,1.266634043
MULTI_BOUND_G,MIXED_G,100,6,2673.506109514308,2819.7346243720935,6432.0,27.768848172
HEURISTIC,LAZY,100,7,2684.7792741423286,2837.215546191541,400.0,1.299858523
HEURISTIC,DILIGENT,100,7,2823.6032144432957,2829.331882775739,400.0,39.119634462
HEURISTIC,ANTICIPATORY,100,7,2708.9543065493153,2857.697657550643,400.0,4.37783443
HEURISTIC,ANTICIPATORY_ONCE,100,7,2684.7792741423286,2837.215546191541,400.0,1.226890073
HEURISTIC,ANTICIPATORY_ONCE_DISCOUNT,100,7,27704.11823102421,4247.79341759829,400.0,1.235016883
MULTI_BOUND_G,MIXED_G,100,7,2684.8649071785467,2837.5619309558147,5788.0,21.998219367
HEURISTIC,LAZY,100,8,2597.3233003556174,2750.316890057327,400.0,1.304551216
HEURISTIC,DILIGENT,100,8,2741.506792300177,2742.2547748899165,400.0,37.187560187
HEURISTIC,ANTICIPATORY,100,8,2620.154660385897,2793.2819244966386,400.0,4.39357157
HEURISTIC,ANTICIPATORY_ONCE,100,8,2597.3233003556174,2750.316890057327,400.0,1.214637501
HEURISTIC,ANTICIPATORY_ONCE_DISCOUNT,100,8,41906.51919435542,4272.345556679068,400.0,1.273322479
MULTI_BOUND_G,MIXED_G,100,8,2597.7520388918742,2749.0347413973964,6064.0,25.671648288
HEURISTIC,LAZY,100,9,2651.6499346361243,2798.2352298236883,400.0,1.383107388
HEURISTIC,DILIGENT,100,9,2806.3619734956974,2811.707860300409,400.0,38.324311372
HEURISTIC,ANTICIPATORY,100,9,2598.4878358692467,2754.233727803789,400.0,4.41158191
HEURISTIC,ANTICIPATORY_ONCE,100,9,2651.6499346361243,2798.2352298236883,400.0,1.288349355
HEURISTIC,ANTICIPATORY_ONCE_DISCOUNT,100,9,39516.03736295296,3988.6216416806974,400.0,1.285323449
MULTI_BOUND_G,MIXED_G,100,9,2638.0805331301967,2787.7450644791875,6388.0,27.06982309
HEURISTIC,LAZY,150,0,3928.213296002398,4155.23114532079,600.0,2.909313248
HEURISTIC,DILIGENT,150,0,4209.697382460654,4202.462833759955,600.0,84.277467818
HEURISTIC,ANTICIPATORY,150,0,3890.279554330254,4134.588775711471,600.0,13.459375647
HEURISTIC,ANTICIPATORY_ONCE,150,0,3928.213296002398,4155.23114532079,600.0,2.861916178
HEURISTIC,ANTICIPATORY_ONCE_DISCOUNT,150,0,107231.55602798321,6079.064800976894,600.0,2.775106618
MULTI_BOUND_G,MIXED_G,150,0,3915.011017734941,4139.020259434554,6700.0,43.71908973
HEURISTIC,LAZY,150,1,3752.177112022552,3987.0655897635193,600.0,2.825369131
HEURISTIC,DILIGENT,150,1,3979.36227810055,3983.230492156821,600.0,75.970308183
HEURISTIC,ANTICIPATORY,150,1,3716.659835082057,3945.4829508469365,600.0,13.384721721
HEURISTIC,ANTICIPATORY_ONCE,150,1,3752.177112022552,3987.0655897635193,600.0,2.795481183
HEURISTIC,ANTICIPATORY_ONCE_DISCOUNT,150,1,110994.52685258361,6056.822564240966,600.0,2.804826823
MULTI_BOUND_G,MIXED_G,150,1,3752.307036367008,3987.063421771116,6232.0,37.797072766
HEURISTIC,LAZY,150,2,4026.014942174742,4260.870923229046,600.0,2.824139465
HEURISTIC,DILIGENT,150,2,4267.497568854757,4275.170977660824,600.0,81.594235119
HEURISTIC,ANTICIPATORY,150,2,4048.9440996944245,4305.819954488112,600.0,13.636942884
HEURISTIC,ANTICIPATORY_ONCE,150,2,4026.014942174742,4260.870923229046,600.0,2.773035182
HEURISTIC,ANTICIPATORY_ONCE_DISCOUNT,150,2,110299.4479570733,6288.308083471058,600.0,2.802243662
MULTI_BOUND_G,MIXED_G,150,2,4026.3188883385515,4261.16083150346,7056.0,49.184233207
HEURISTIC,LAZY,150,3,4015.7049494025537,4268.478813441397,600.0,2.802665853
HEURISTIC,DILIGENT,150,3,4285.721314544765,4299.416226646106,600.0,82.331666319
HEURISTIC,ANTICIPATORY,150,3,4007.7638991190156,4306.275089560477,600.0,13.438548159
HEURISTIC,ANTICIPATORY_ONCE,150,3,4015.7049494025537,4268.478813441397,600.0,2.756818237
HEURISTIC,ANTICIPATORY_ONCE_DISCOUNT,150,3,150745.48351630184,6361.6068019938975,600.0,2.801461422
MULTI_BOUND_G,MIXED_G,150,3,4010.7005792830455,4263.278052442512,7316.0,50.347066941
HEURISTIC,LAZY,150,4,4160.167852163199,4419.516771335332,600.0,2.77116468
HEURISTIC,DILIGENT,150,4,4455.675637717959,4465.494938776744,600.0,81.61550713
HEURISTIC,ANTICIPATORY,150,4,4193.709435900221,4467.642004591405,600.0,13.334183483
HEURISTIC,ANTICIPATORY_ONCE,150,4,4160.167852163199,4419.516771335332,600.0,2.820922042
HEURISTIC,ANTICIPATORY_ONCE_DISCOUNT,150,4,114090.70328920583,6318.759698346315,600.0,2.787970538
MULTI_BOUND_G,MIXED_G,150,4,4160.994028188973,4419.471225154509,6644.0,42.607517005
HEURISTIC,LAZY,150,5,3875.6346596341614,4109.652752551265,600.0,2.777955417
