planner,heuristic,num_objects,est_cost,cost,states_explored,time_taken
MULTI_BOUND,MIXED,5,932.9715988446799,197.72719631848238,122.4,0.0422318003
MULTI_BOUND,MIXED,10,28055.94589518966,367.80842056822974,755.5,0.51052083
MULTI_BOUND,MIXED,25,544192596.3363793,869.7069974393074,355.2,1.0628822261000002
MULTI_BOUND,MIXED,50,1.4744215680516988e+16,1586.4220173620763,277.4,2.4062483873000002
MULTI_BOUND,MIXED,100,1.5317754173072449e+31,3719.7839634693455,400.0,3.4408229276999998
MULTI_BOUND,MIXED,250,1.6212420701092717e+76,10520.242999322898,1000.0,13.1628994149
