no.blocks,planner_type,heuristic,planning_time,plan_cost,pp_cost
5,greedy,HEURISTIC.LAZY,0.068688064,66.02388601381828,68.13985079816634
5,greedy,HEURISTIC.SIMPLE_COLLISION,0.096171151,67.37254341278121,68.13985079816634
