no.blocks,planner_type,heuristic,planning_time,plan_cost,pp_cost
5,greedy,HEURISTIC.LAZY,0.069438041,42.602409085843306,47.15901737479258
5,greedy,HEURISTIC.SIMPLE_COLLISION,0.098465644,43.40643482808247,46.25841029404441
