no.blocks,planner_type,heuristic,planning_time,plan_cost,pp_cost
5,greedy,HEURISTIC.LAZY,0.052651777,36.988154235460115,40.93844839773222
5,greedy,HEURISTIC.SIMPLE_COLLISION,0.073330238,37.02793594484453,40.93844839773222
5,greedy,HEURISTIC.DILIGENT,0.400371005,37.76311615557996,40.814143254957145
5,multi_bound,HEURISTIC.LAZY,50.720607052,39.15478752771307,40.597484706724416
5,multi_bound,HEURISTIC.SIMPLE_COLLISION,15.621007945,39.28551318672507,40.721789849499494
