no.blocks,planner_type,heuristic,planning_time,plan_cost,pp_cost
20,greedy,HEURISTIC.LAZY,0.235656637,166.99525987684686,175.4335380089011
20,greedy,HEURISTIC.SIMPLE_COLLISION,0.773818682,174.31255632488828,174.67125083092404
20,greedy,HEURISTIC.DILIGENT,3.800468597,175.56380520965612,175.34233372306323
20,multi_bound,HEURISTIC.LAZY,14.872936808,184.91547688994916,204.51322589330755
