no.blocks,planner_type,heuristic,planning_time,plan_cost,pp_cost
50,greedy,HEURISTIC.LAZY,1.104218898,420.0366747918369,442.6064971651791
50,greedy,HEURISTIC.SIMPLE_COLLISION,7.754097371,488.1652034114158,445.4039023257075
50,greedy,HEURISTIC.DILIGENT,18.465216545,439.50305933828156,441.58143527642557
